show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,duration_minutes,num_seasons,primary_genre
s381,Movie,Broken Dreams,Director 226,"Actor 64, Actor 967",Turkey,2011-04-10,2011,TV-14,138 min,"Stand-Up Comedy, Comedies",A gripping story that unfolds over time.,2011,April,138.0,,Stand-Up Comedy
s382,Movie,Endless Kingdom,Director 390,"Actor 601, Actor 449",United States,2024-05-25,2023,PG-13,81 min,Comedies,A gripping story that unfolds over time.,2024,May,81.0,,Comedies
s383,Movie,Forgotten Chronicles,Director 293,"Actor 46, Actor 170",Japan,2018-01-15,2016,R,119 min,Documentaries,A gripping story that unfolds over time.,2018,January,119.0,,Documentaries
s384,TV Show,Silent Heist,Director 219,"Actor 12, Actor 814",Japan,2011-06-09,2008,PG-13,6 Seasons,"Reality TV, Documentaries",A gripping story that unfolds over time.,2011,June,,6.0,Reality TV
s385,Movie,Secret City,Director 115,"Actor 795, Actor 549",United States,2001-05-14,2001,PG-13,91 min,Stand-Up Comedy,A gripping story that unfolds over time.,2001,May,91.0,,Stand-Up Comedy
s386,Movie,Last Empire,Director 461,"Actor 459, Actor 189",United States,2017-05-16,2014,PG-13,107 min,"International Movies, Comedies",A gripping story that unfolds over time.,2017,May,107.0,,International Movies
s387,TV Show,Lost Shadows,Director 203,"Actor 543, Actor 801",United States,2021-08-14,2018,TV-14,5 Seasons,"Stand-Up Comedy, Kids' TV",A gripping story that unfolds over time.,2021,August,,5.0,Stand-Up Comedy
s388,TV Show,Last Signal,Director 235,"Actor 996, Actor 59",Japan,2011-07-04,2008,PG,7 Seasons,Reality TV,A gripping story that unfolds over time.,2011,July,,7.0,Reality TV
s389,Movie,Rising Dreams,Director 68,"Actor 506, Actor 28",United States,2010-01-21,2010,TV-G,133 min,"Sci-Fi & Fantasy, Horror Movies",A gripping story that unfolds over time.,2010,January,133.0,,Sci-Fi & Fantasy
s390,Movie,Silent Journey,Not Given,"Actor 100, Actor 189",Spain,2018-01-26,2016,PG-13,152 min,"Children & Family Movies, Anime Series",A gripping story that unfolds over time.,2018,January,152.0,,Children & Family Movies
s391,TV Show,Lost Empire,Director 316,"Actor 451, Actor 449",Nigeria,2014-11-20,2013,PG-13,3 Season,"Kids' TV, Crime TV Shows",A gripping story that unfolds over time.,2014,November,,3.0,Kids' TV
s392,Movie,Secret Kingdom,Director 74,"Actor 553, Actor 479",India,2008-06-13,2008,R,146 min,Romantic Movies,A gripping story that unfolds over time.,2008,June,146.0,,Romantic Movies
s393,Movie,Wild Storm,Director 312,"Actor 309, Actor 775",United Kingdom,2011-01-01,2010,R,99 min,Kids' TV,A gripping story that unfolds over time.,2011,January,99.0,,Kids' TV
s394,TV Show,Broken Journey,Not Given,"Actor 87, Actor 82",Canada,2009-04-20,2006,TV-G,5 Seasons,Documentaries,A gripping story that unfolds over time.,2009,April,,5.0,Documentaries
s395,Movie,Golden Horizon,Not Given,"Actor 417, Actor 416",India,2020-03-21,2020,TV-Y7,158 min,"Children & Family Movies, Action & Adventure",A gripping story that unfolds over time.,2020,March,158.0,,Children & Family Movies
s396,TV Show,Silent Shadows,Director 465,"Actor 735, Actor 421",India,2011-05-13,2010,R,2 Seasons,International Movies,A gripping story that unfolds over time.,2011,May,,2.0,International Movies
s397,Movie,Silent Legacy,Not Given,"Actor 10, Actor 592",France,2018-06-04,2015,TV-G,153 min,"Sci-Fi & Fantasy, Children & Family Movies",A gripping story that unfolds over time.,2018,June,153.0,,Sci-Fi & Fantasy
s398,Movie,Last Signal,Director 443,"Actor 592, Actor 786",South Korea,2022-11-17,2019,TV-MA,75 min,"Reality TV, Romantic Movies",A gripping story that unfolds over time.,2022,November,75.0,,Reality TV
s399,Movie,Lost Chronicles,Director 319,"Actor 368, Actor 345",United States,2025-08-06,2025,PG,76 min,Anime Series,A gripping story that unfolds over time.,2025,August,76.0,,Anime Series
s400,Movie,Rising Chronicles,Not Given,"Actor 859, Actor 612",Spain,2001-12-13,2001,TV-14,151 min,"Crime TV Shows, Thrillers",A gripping story that unfolds over time.,2001,December,151.0,,Crime TV Shows
s401,Movie,Last Storm,Director 258,"Actor 480, Actor 888",Japan,2012-05-18,2010,TV-MA,169 min,Action & Adventure,A gripping story that unfolds over time.,2012,May,169.0,,Action & Adventure
s402,Movie,Lost Chronicles,Director 266,"Actor 912, Actor 293",Spain,2002-08-15,2002,TV-G,88 min,Documentaries,A gripping story that unfolds over time.,2002,August,88.0,,Documentaries
s403,TV Show,Silent Storm,Director 486,"Actor 808, Actor 449",Canada,2007-08-10,2005,TV-PG,2 Seasons,"Reality TV, Comedies",A gripping story that unfolds over time.,2007,August,,2.0,Reality TV
s404,TV Show,Endless Legacy,Director 388,"Actor 478, Actor 723",France,2006-04-09,2004,TV-PG,7 Seasons,Sci-Fi & Fantasy,A gripping story that unfolds over time.,2006,April,,7.0,Sci-Fi & Fantasy
s405,Movie,Wild Shadows,Not Given,"Actor 587, Actor 721",France,2014-06-23,2011,PG,109 min,Sci-Fi & Fantasy,A gripping story that unfolds over time.,2014,June,109.0,,Sci-Fi & Fantasy
s406,Movie,Endless Horizon,Director 281,"Actor 884, Actor 492",Nigeria,2022-04-02,2021,TV-14,101 min,Horror Movies,A gripping story that unfolds over time.,2022,April,101.0,,Horror Movies
s407,TV Show,Wild Chronicles,Not Given,"Actor 567, Actor 499",Australia,2007-09-25,2004,TV-14,7 Season,Reality TV,A gripping story that unfolds over time.,2007,September,,7.0,Reality TV
s408,Movie,Lost Empire,Director 431,"Actor 40, Actor 519",United States,2011-06-14,2010,TV-MA,169 min,"Action & Adventure, Romantic Movies",A gripping story that unfolds over time.,2011,June,169.0,,Action & Adventure
s409,Movie,Last Empire,Director 175,"Actor 844, Actor 325",France,2022-05-05,2022,TV-MA,138 min,International Movies,A gripping story that unfolds over time.,2022,May,138.0,,International Movies
s410,TV Show,Dark Heist,Director 226,"Actor 679, Actor 583",Australia,2008-12-10,2007,TV-G,3 Seasons,"Children & Family Movies, Crime TV Shows",A gripping story that unfolds over time.,2008,December,,3.0,Children & Family Movies
s411,Movie,Last Chronicles,Director 163,"Actor 555, Actor 898",United States,2025-03-24,2022,TV-PG,131 min,"Crime TV Shows, Thrillers",A gripping story that unfolds over time.,2025,March,131.0,,Crime TV Shows
s412,TV Show,Endless Chronicles,Not Given,"Actor 592, Actor 746",United Kingdom,2019-06-24,2017,TV-Y7,3 Seasons,Stand-Up Comedy,A gripping story that unfolds over time.,2019,June,,3.0,Stand-Up Comedy
s413,Movie,Hidden Legacy,Director 390,"Actor 166, Actor 26",United States,2012-12-11,2009,R,91 min,"Sci-Fi & Fantasy, Children & Family Movies",A gripping story that unfolds over time.,2012,December,91.0,,Sci-Fi & Fantasy
s414,Movie,Lost Chronicles,Director 163,"Actor 609, Actor 307",Spain,2016-06-19,2014,TV-Y7,145 min,Stand-Up Comedy,A gripping story that unfolds over time.,2016,June,145.0,,Stand-Up Comedy
s415,Movie,Final Storm,Director 358,"Actor 481, Actor 839",Turkey,2024-01-12,2021,TV-PG,114 min,"Comedies, Reality TV",A gripping story that unfolds over time.,2024,January,114.0,,Comedies
s416,TV Show,Last Storm,Director 454,"Actor 719, Actor 464",United States,2003-03-24,2001,PG-13,3 Seasons,Crime TV Shows,A gripping story that unfolds over time.,2003,March,,3.0,Crime TV Shows
s417,Movie,Endless City,Director 450,"Actor 95, Actor 860",United States,2018-09-07,2018,PG,72 min,Children & Family Movies,A gripping story that unfolds over time.,2018,September,72.0,,Children & Family Movies
s418,Movie,Forgotten Dreams,Not Given,"Actor 889, Actor 841",United States,2003-04-21,2001,TV-Y7,112 min,"Crime TV Shows, Stand-Up Comedy",A gripping story that unfolds over time.,2003,April,112.0,,Crime TV Shows
s419,Movie,Hidden Chronicles,Director 435,"Actor 196, Actor 855",United States,2009-05-25,2008,TV-14,135 min,Anime Series,A gripping story that unfolds over time.,2009,May,135.0,,Anime Series
s420,TV Show,Last Legacy,Director 200,"Actor 962, Actor 902",India,2021-10-22,2020,PG,3 Seasons,Reality TV,A gripping story that unfolds over time.,2021,October,,3.0,Reality TV
s421,Movie,Final Chronicles,Director 494,"Actor 899, Actor 82",Australia,2024-07-24,2023,TV-MA,162 min,"Children & Family Movies, Dramas",A gripping story that unfolds over time.,2024,July,162.0,,Children & Family Movies
s422,TV Show,Rising Signal,Not Given,"Actor 133, Actor 985",Italy,2013-07-22,2010,PG,1 Seasons,"Stand-Up Comedy, Thrillers",A gripping story that unfolds over time.,2013,July,,1.0,Stand-Up Comedy
s423,Movie,Hidden Kingdom,Director 87,"Actor 553, Actor 982",Nigeria,2020-04-26,2017,TV-14,95 min,Children & Family Movies,A gripping story that unfolds over time.,2020,April,95.0,,Children & Family Movies
s424,Movie,Final Legacy,Director 254,"Actor 221, Actor 262",United Kingdom,2018-10-26,2016,PG-13,91 min,International Movies,A gripping story that unfolds over time.,2018,October,91.0,,International Movies
s425,Movie,Secret Dreams,Director 306,"Actor 526, Actor 528",United States,2026-10-22,2024,TV-14,169 min,"International Movies, Stand-Up Comedy",A gripping story that unfolds over time.,2026,October,169.0,,International Movies
s426,TV Show,Wild Heist,Not Given,"Actor 354, Actor 393",United States,2019-04-12,2018,PG-13,2 Season,Crime TV Shows,A gripping story that unfolds over time.,2019,April,,2.0,Crime TV Shows
s427,Movie,Forgotten Empire,Director 187,"Actor 819, Actor 946",South Korea,2025-04-04,2025,TV-Y7,128 min,Stand-Up Comedy,A gripping story that unfolds over time.,2025,April,128.0,,Stand-Up Comedy
s428,Movie,Dark City,Director 355,"Actor 349, Actor 443",United States,2026-03-01,2024,TV-Y7,124 min,"Stand-Up Comedy, Romantic Movies",A gripping story that unfolds over time.,2026,March,124.0,,Stand-Up Comedy
s429,TV Show,Final Empire,Not Given,"Actor 253, Actor 957",United States,2024-03-26,2021,TV-G,4 Season,"Comedies, Action & Adventure",A gripping story that unfolds over time.,2024,March,,4.0,Comedies
s430,Movie,Golden Dreams,Director 1,"Actor 319, Actor 217",South Korea,2001-01-02,2000,PG,159 min,"Action & Adventure, Comedies",A gripping story that unfolds over time.,2001,January,159.0,,Action & Adventure
s431,TV Show,Wild Horizon,Director 234,"Actor 59, Actor 251",Mexico,2024-08-15,2022,TV-14,7 Season,Kids' TV,A gripping story that unfolds over time.,2024,August,,7.0,Kids' TV
s432,Movie,Lost Journey,Director 387,"Actor 447, Actor 803",United Kingdom,2017-08-20,2015,PG-13,72 min,Thrillers,A gripping story that unfolds over time.,2017,August,72.0,,Thrillers
s433,TV Show,Silent Dreams,Director 233,"Actor 327, Actor 884",United States,2022-02-22,2021,R,7 Seasons,"Anime Series, Action & Adventure",A gripping story that unfolds over time.,2022,February,,7.0,Anime Series
s434,TV Show,Rising Dreams,Director 458,"Actor 532, Actor 562",Brazil,2014-10-04,2014,R,2 Seasons,"Reality TV, Thrillers",A gripping story that unfolds over time.,2014,October,,2.0,Reality TV
s435,Movie,Lost City,Director 195,"Actor 343, Actor 682",Australia,2006-12-27,2006,TV-G,88 min,Documentaries,A gripping story that unfolds over time.,2006,December,88.0,,Documentaries
s436,Movie,Golden Empire,Director 495,"Actor 574, Actor 254",India,2001-03-06,2000,R,90 min,Anime Series,A gripping story that unfolds over time.,2001,March,90.0,,Anime Series
s437,Movie,Golden Kingdom,Director 108,"Actor 584, Actor 839",India,2005-02-02,2004,TV-G,100 min,"Anime Series, Stand-Up Comedy",A gripping story that unfolds over time.,2005,February,100.0,,Anime Series
s438,Movie,Broken City,Director 348,"Actor 166, Actor 937",Brazil,2024-04-17,2022,PG-13,106 min,"Thrillers, Comedies",A gripping story that unfolds over time.,2024,April,106.0,,Thrillers
s439,Movie,Silent Storm,Not Given,"Actor 92, Actor 22",South Korea,2003-04-12,2003,TV-MA,81 min,Children & Family Movies,A gripping story that unfolds over time.,2003,April,81.0,,Children & Family Movies
s440,TV Show,Golden City,Director 14,"Actor 743, Actor 669",Nigeria,2012-03-20,2009,PG-13,2 Seasons,Comedies,A gripping story that unfolds over time.,2012,March,,2.0,Comedies
s441,TV Show,Rising Dreams,Director 168,"Actor 51, Actor 891",United States,2013-07-05,2012,TV-PG,7 Seasons,Romantic Movies,A gripping story that unfolds over time.,2013,July,,7.0,Romantic Movies
s442,Movie,Rising Chronicles,Director 430,"Actor 142, Actor 648",France,2023-06-16,2023,R,130 min,"Comedies, International Movies",A gripping story that unfolds over time.,2023,June,130.0,,Comedies
s443,Movie,Dark Heist,Director 155,"Actor 175, Actor 848",Japan,2023-08-19,2021,PG-13,163 min,Action & Adventure,A gripping story that unfolds over time.,2023,August,163.0,,Action & Adventure
s444,Movie,Broken Heist,Not Given,"Actor 485, Actor 489",United States,2007-12-14,2006,PG-13,113 min,"Documentaries, Comedies",A gripping story that unfolds over time.,2007,December,113.0,,Documentaries
s445,TV Show,Silent City,Not Given,"Actor 187, Actor 774",Mexico,2002-08-17,2002,PG,8 Seasons,Horror Movies,A gripping story that unfolds over time.,2002,August,,8.0,Horror Movies
s446,Movie,Silent Signal,Not Given,"Actor 646, Actor 455",United States,2024-01-26,2024,TV-Y7,131 min,"Sci-Fi & Fantasy, Stand-Up Comedy",A gripping story that unfolds over time.,2024,January,131.0,,Sci-Fi & Fantasy
s447,Movie,Golden Legacy,Director 404,"Actor 709, Actor 486",India,2021-04-24,2019,R,103 min,Sci-Fi & Fantasy,A gripping story that unfolds over time.,2021,April,103.0,,Sci-Fi & Fantasy
s448,Movie,Golden Chronicles,Not Given,"Actor 885, Actor 938",Germany,2012-04-04,2011,TV-PG,121 min,Comedies,A gripping story that unfolds over time.,2012,April,121.0,,Comedies
s449,TV Show,Rising Dreams,Director 256,"Actor 479, Actor 561",India,2013-12-17,2013,TV-PG,2 Seasons,"Romantic Movies, Horror Movies",A gripping story that unfolds over time.,2013,December,,2.0,Romantic Movies
s450,Movie,Last Chronicles,Director 495,"Actor 794, Actor 693",Canada,2023-09-26,2023,PG,86 min,Comedies,A gripping story that unfolds over time.,2023,September,86.0,,Comedies
s451,TV Show,Silent Empire,Not Given,"Actor 271, Actor 686",India,2008-09-21,2005,TV-14,6 Seasons,Sci-Fi & Fantasy,A gripping story that unfolds over time.,2008,September,,6.0,Sci-Fi & Fantasy
s452,Movie,Wild Horizon,Director 143,"Actor 395, Actor 111",Turkey,2025-09-26,2022,TV-PG,136 min,"Sci-Fi & Fantasy, Stand-Up Comedy",A gripping story that unfolds over time.,2025,September,136.0,,Sci-Fi & Fantasy
s453,TV Show,Hidden Chronicles,Director 474,"Actor 656, Actor 778",United States,2012-04-13,2012,TV-G,5 Seasons,Crime TV Shows,A gripping story that unfolds over time.,2012,April,,5.0,Crime TV Shows
s454,Movie,Broken Storm,Not Given,"Actor 976, Actor 543",Mexico,2026-11-10,2025,TV-PG,135 min,Horror Movies,A gripping story that unfolds over time.,2026,November,135.0,,Horror Movies
s455,Movie,Rising Dreams,Not Given,"Actor 156, Actor 74",Mexico,2006-05-22,2004,TV-MA,109 min,Romantic Movies,A gripping story that unfolds over time.,2006,May,109.0,,Romantic Movies
s456,Movie,Lost Heist,Director 60,"Actor 482, Actor 250",United Kingdom,2026-08-16,2025,PG-13,109 min,Thrillers,A gripping story that unfolds over time.,2026,August,109.0,,Thrillers
s457,Movie,Last Legacy,Director 395,"Actor 13, Actor 603",Canada,2026-07-08,2023,TV-G,93 min,Children & Family Movies,A gripping story that unfolds over time.,2026,July,93.0,,Children & Family Movies
s458,TV Show,Secret Legacy,Not Given,"Actor 175, Actor 851",United States,2017-08-02,2014,PG-13,4 Seasons,"Action & Adventure, Crime TV Shows",A gripping story that unfolds over time.,2017,August,,4.0,Action & Adventure
s459,TV Show,Final Heist,Not Given,"Actor 597, Actor 558",Nigeria,2006-12-09,2006,TV-MA,6 Seasons,"Anime Series, Comedies",A gripping story that unfolds over time.,2006,December,,6.0,Anime Series
s460,Movie,Wild Horizon,Not Given,"Actor 618, Actor 419",Canada,2009-11-21,2007,TV-G,116 min,"Documentaries, Dramas",A gripping story that unfolds over time.,2009,November,116.0,,Documentaries
s461,Movie,Dark Shadows,Not Given,"Actor 14, Actor 133",Canada,2013-01-09,2010,TV-G,141 min,"Horror Movies, Children & Family Movies",A gripping story that unfolds over time.,2013,January,141.0,,Horror Movies
s462,Movie,Endless Empire,Not Given,"Actor 848, Actor 203",India,2004-07-13,2004,PG,156 min,Kids' TV,A gripping story that unfolds over time.,2004,July,156.0,,Kids' TV
s463,Movie,Broken Chronicles,Not Given,"Actor 517, Actor 531",India,2022-03-10,2022,TV-G,135 min,Documentaries,A gripping story that unfolds over time.,2022,March,135.0,,Documentaries
s464,Movie,Final Dreams,Director 459,"Actor 526, Actor 597",Mexico,2013-10-08,2013,PG,115 min,"Children & Family Movies, Crime TV Shows",A gripping story that unfolds over time.,2013,October,115.0,,Children & Family Movies
s465,Movie,Rising Dreams,Director 260,"Actor 824, Actor 320",Mexico,2020-02-04,2018,R,75 min,Documentaries,A gripping story that unfolds over time.,2020,February,75.0,,Documentaries
s466,Movie,Broken Shadows,Director 285,"Actor 648, Actor 140",United States,2008-12-09,2005,TV-PG,117 min,Stand-Up Comedy,A gripping story that unfolds over time.,2008,December,117.0,,Stand-Up Comedy
s467,Movie,Forgotten Kingdom,Not Given,"Actor 791, Actor 638",United States,2014-08-11,2012,PG,156 min,"Stand-Up Comedy, Comedies",A gripping story that unfolds over time.,2014,August,156.0,,Stand-Up Comedy
s468,Movie,Lost Storm,Director 86,"Actor 133, Actor 351",Japan,2008-06-13,2007,PG-13,109 min,"Thrillers, Documentaries",A gripping story that unfolds over time.,2008,June,109.0,,Thrillers
s469,Movie,Secret Heist,Director 113,"Actor 981, Actor 137",United States,2019-07-23,2016,TV-MA,122 min,Horror Movies,A gripping story that unfolds over time.,2019,July,122.0,,Horror Movies
s470,Movie,Secret Empire,Director 256,"Actor 12, Actor 892",South Korea,2014-01-14,2012,TV-14,149 min,Comedies,A gripping story that unfolds over time.,2014,January,149.0,,Comedies
s471,TV Show,Rising Kingdom,Director 496,"Actor 497, Actor 505",United Kingdom,2019-01-20,2019,TV-14,1 Seasons,Sci-Fi & Fantasy,A gripping story that unfolds over time.,2019,January,,1.0,Sci-Fi & Fantasy
s472,Movie,Silent Horizon,Director 467,"Actor 42, Actor 731",Mexico,2003-06-25,2003,TV-Y7,161 min,Action & Adventure,A gripping story that unfolds over time.,2003,June,161.0,,Action & Adventure
s473,Movie,Lost Signal,Not Given,"Actor 264, Actor 661",United States,2022-07-22,2021,TV-MA,79 min,Anime Series,A gripping story that unfolds over time.,2022,July,79.0,,Anime Series
s474,Movie,Lost Storm,Not Given,"Actor 807, Actor 911",United Kingdom,2012-03-21,2012,PG,131 min,Reality TV,A gripping story that unfolds over time.,2012,March,131.0,,Reality TV
s475,TV Show,Endless Storm,Director 255,"Actor 353, Actor 377",United Kingdom,2023-08-13,2020,R,2 Seasons,"Stand-Up Comedy, Action & Adventure",A gripping story that unfolds over time.,2023,August,,2.0,Stand-Up Comedy
s476,Movie,Endless Journey,Not Given,"Actor 251, Actor 896",Spain,2014-03-23,2013,R,158 min,"Dramas, Crime TV Shows",A gripping story that unfolds over time.,2014,March,158.0,,Dramas
s477,Movie,Wild Signal,Not Given,"Actor 923, Actor 816",United States,2022-12-24,2021,TV-PG,116 min,Kids' TV,A gripping story that unfolds over time.,2022,December,116.0,,Kids' TV
s478,Movie,Dark Legacy,Director 171,"Actor 154, Actor 695",Brazil,2026-07-18,2025,PG,79 min,"Documentaries, Comedies",A gripping story that unfolds over time.,2026,July,79.0,,Documentaries
s479,TV Show,Hidden Storm,Director 276,"Actor 353, Actor 68",Canada,2013-12-13,2010,R,1 Seasons,"Horror Movies, Reality TV",A gripping story that unfolds over time.,2013,December,,1.0,Horror Movies
s480,Movie,Forgotten Empire,Not Given,"Actor 647, Actor 901",United States,2020-05-24,2018,PG-13,134 min,"Thrillers, Anime Series",A gripping story that unfolds over time.,2020,May,134.0,,Thrillers
s481,Movie,Silent Journey,Director 47,"Actor 772, Actor 740",United States,2002-04-20,2002,PG-13,110 min,"Action & Adventure, Anime Series",A gripping story that unfolds over time.,2002,April,110.0,,Action & Adventure
s482,TV Show,Silent City,Not Given,"Actor 522, Actor 489",Australia,2015-11-01,2014,R,3 Seasons,"Anime Series, Kids' TV",A gripping story that unfolds over time.,2015,November,,3.0,Anime Series
s483,Movie,Forgotten Signal,Director 219,"Actor 809, Actor 409",India,2015-11-10,2012,PG,80 min,"Kids' TV, Thrillers",A gripping story that unfolds over time.,2015,November,80.0,,Kids' TV
s484,Movie,Rising Journey,Director 232,"Actor 828, Actor 636",Spain,2022-03-23,2020,PG,90 min,Sci-Fi & Fantasy,A gripping story that unfolds over time.,2022,March,90.0,,Sci-Fi & Fantasy
s485,Movie,Last Horizon,Not Given,"Actor 320, Actor 506",Spain,2011-03-14,2009,TV-G,80 min,"Dramas, Crime TV Shows",A gripping story that unfolds over time.,2011,March,80.0,,Dramas
s486,Movie,Final Chronicles,Director 44,"Actor 568, Actor 554",United States,2020-07-04,2018,PG-13,105 min,"Documentaries, Kids' TV",A gripping story that unfolds over time.,2020,July,105.0,,Documentaries
s487,TV Show,Golden Heist,Director 96,"Actor 384, Actor 282",France,2026-02-02,2025,TV-G,3 Seasons,"Comedies, Reality TV",A gripping story that unfolds over time.,2026,February,,3.0,Comedies
s488,TV Show,Hidden Heist,Director 387,"Actor 219, Actor 118",United States,2007-04-17,2005,TV-14,6 Seasons,"Sci-Fi & Fantasy, Comedies",A gripping story that unfolds over time.,2007,April,,6.0,Sci-Fi & Fantasy
s489,TV Show,Broken Empire,Director 131,"Actor 218, Actor 688",Germany,2023-06-11,2022,TV-MA,5 Seasons,Documentaries,A gripping story that unfolds over time.,2023,June,,5.0,Documentaries
s490,Movie,Final Kingdom,Not Given,"Actor 25, Actor 806",India,2023-05-21,2023,TV-PG,111 min,Anime Series,A gripping story that unfolds over time.,2023,May,111.0,,Anime Series
s491,Movie,Forgotten Shadows,Not Given,"Actor 155, Actor 649",Canada,2010-02-23,2008,TV-Y7,169 min,"Dramas, Children & Family Movies",A gripping story that unfolds over time.,2010,February,169.0,,Dramas
s492,TV Show,Secret Heist,Director 176,"Actor 723, Actor 426",Brazil,2019-04-03,2017,R,6 Season,"Kids' TV, Romantic Movies",A gripping story that unfolds over time.,2019,April,,6.0,Kids' TV
s493,Movie,Final Storm,Not Given,"Actor 3, Actor 770",United States,2016-10-16,2016,TV-G,98 min,"Comedies, Documentaries",A gripping story that unfolds over time.,2016,October,98.0,,Comedies
s494,Movie,Secret Heist,Not Given,"Actor 342, Actor 805",United States,2024-05-20,2022,TV-MA,123 min,"Children & Family Movies, Stand-Up Comedy",A gripping story that unfolds over time.,2024,May,123.0,,Children & Family Movies
s495,Movie,Forgotten Empire,Not Given,"Actor 409, Actor 31",United States,2003-06-21,2000,PG-13,129 min,"Romantic Movies, Documentaries",A gripping story that unfolds over time.,2003,June,129.0,,Romantic Movies
s496,Movie,Dark City,Director 444,"Actor 230, Actor 107",Japan,2026-10-16,2025,TV-G,141 min,"Comedies, Thrillers",A gripping story that unfolds over time.,2026,October,141.0,,Comedies
s497,Movie,Broken Legacy,Director 6,"Actor 220, Actor 766",India,2011-09-05,2011,TV-Y7,157 min,"Kids' TV, Comedies",A gripping story that unfolds over time.,2011,September,157.0,,Kids' TV
s498,Movie,Golden Signal,Director 255,"Actor 82, Actor 895",United Kingdom,2008-07-17,2006,TV-PG,100 min,"Documentaries, Action & Adventure",A gripping story that unfolds over time.,2008,July,100.0,,Documentaries
s499,Movie,Secret Chronicles,Director 180,"Actor 493, Actor 669",Canada,2007-02-03,2006,TV-Y7,103 min,"Documentaries, Dramas",A gripping story that unfolds over time.,2007,February,103.0,,Documentaries
s500,Movie,Dark Storm,Director 296,"Actor 531, Actor 47",South Korea,2002-09-01,2000,TV-14,155 min,International Movies,A gripping story that unfolds over time.,2002,September,155.0,,International Movies
s501,TV Show,Rising Dreams,Director 193,"Actor 699, Actor 271",United States,2021-02-18,2020,TV-14,1 Seasons,Documentaries,A gripping story that unfolds over time.,2021,February,,1.0,Documentaries
s502,TV Show,Hidden Dreams,Director 68,"Actor 790, Actor 408",India,2005-12-08,2005,TV-G,6 Seasons,"Stand-Up Comedy, Action & Adventure",A gripping story that unfolds over time.,2005,December,,6.0,Stand-Up Comedy
s503,Movie,Golden Shadows,Not Given,"Actor 679, Actor 8",India,2014-02-17,2013,TV-PG,73 min,Children & Family Movies,A gripping story that unfolds over time.,2014,February,73.0,,Children & Family Movies
s504,Movie,Golden Horizon,Director 176,"Actor 982, Actor 337",Italy,2014-11-27,2012,TV-PG,101 min,"Comedies, Kids' TV",A gripping story that unfolds over time.,2014,November,101.0,,Comedies
s505,TV Show,Endless Empire,Not Given,"Actor 919, Actor 774",South Korea,2026-05-02,2025,TV-14,1 Seasons,"Stand-Up Comedy, Dramas",A gripping story that unfolds over time.,2026,May,,1.0,Stand-Up Comedy
s506,Movie,Silent Shadows,Director 36,"Actor 507, Actor 899",United States,2021-07-09,2021,PG-13,75 min,Stand-Up Comedy,A gripping story that unfolds over time.,2021,July,75.0,,Stand-Up Comedy
s507,Movie,Broken Shadows,Director 132,"Actor 505, Actor 910",United States,2004-12-20,2003,TV-Y7,164 min,"Romantic Movies, Dramas",A gripping story that unfolds over time.,2004,December,164.0,,Romantic Movies
s508,Movie,Endless Legacy,Director 360,"Actor 495, Actor 417",India,2026-02-07,2025,TV-PG,105 min,Action & Adventure,A gripping story that unfolds over time.,2026,February,105.0,,Action & Adventure
s509,Movie,Lost Journey,Not Given,"Actor 793, Actor 395",India,2021-11-12,2019,R,120 min,"Documentaries, Action & Adventure",A gripping story that unfolds over time.,2021,November,120.0,,Documentaries
s510,TV Show,Rising Journey,Director 171,"Actor 485, Actor 329",United States,2014-05-03,2013,TV-14,6 Seasons,Comedies,A gripping story that unfolds over time.,2014,May,,6.0,Comedies
s511,Movie,Lost Signal,Not Given,"Actor 529, Actor 272",Brazil,2003-12-09,2000,TV-14,152 min,Dramas,A gripping story that unfolds over time.,2003,December,152.0,,Dramas
s512,Movie,Secret Journey,Director 296,"Actor 398, Actor 103",Italy,2026-09-21,2024,TV-Y7,88 min,Crime TV Shows,A gripping story that unfolds over time.,2026,September,88.0,,Crime TV Shows
s513,Movie,Wild Shadows,Director 84,"Actor 166, Actor 316",United States,2003-12-01,2003,PG-13,101 min,"Thrillers, Sci-Fi & Fantasy",A gripping story that unfolds over time.,2003,December,101.0,,Thrillers
s514,TV Show,Secret Legacy,Not Given,"Actor 539, Actor 640",United States,2012-04-10,2010,TV-14,8 Seasons,Thrillers,A gripping story that unfolds over time.,2012,April,,8.0,Thrillers
s515,TV Show,Hidden Empire,Not Given,"Actor 618, Actor 278",Canada,2020-03-21,2020,R,7 Seasons,"Romantic Movies, Kids' TV",A gripping story that unfolds over time.,2020,March,,7.0,Romantic Movies
s516,Movie,Lost Dreams,Director 79,"Actor 422, Actor 149",India,2008-07-14,2005,TV-Y7,81 min,"Reality TV, Horror Movies",A gripping story that unfolds over time.,2008,July,81.0,,Reality TV
s517,Movie,Final Shadows,Director 470,"Actor 706, Actor 461",India,2012-06-23,2010,TV-PG,126 min,Anime Series,A gripping story that unfolds over time.,2012,June,126.0,,Anime Series
s518,Movie,Dark Signal,Director 284,"Actor 466, Actor 80",Canada,2011-08-20,2011,TV-G,147 min,Dramas,A gripping story that unfolds over time.,2011,August,147.0,,Dramas
s519,Movie,Broken Empire,Not Given,"Actor 456, Actor 979",Australia,2019-10-25,2019,TV-MA,92 min,Stand-Up Comedy,A gripping story that unfolds over time.,2019,October,92.0,,Stand-Up Comedy
